all,linenumber,processname,pid,sys,vfs,fs,cache,block,driver,storage,journaling,total,wait,type,filename,starttime,endtime,iosize,class
1,14086,ndroid.systemui,761,0.000000,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,no_name,35.626431,35.626461,1,
1,17415,ndroid.systemui,761,0.000000,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,no_name,35.643095,35.643125,1,
1,17439,ndroid.systemui,761,0.000000,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,no_name,35.643217,35.643247,1,
1,20912,ndroid.systemui,761,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,no_name,35.659606,35.659637,1,
1,20937,ndroid.systemui,761,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,no_name,35.659728,35.659759,1,
1,55,adbd,186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,read,ptmx,35.500259,35.500259,4096,
1,2364,adbd,186,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,read,ptmx,35.541828,35.541889,4096,
1,2373,adbd,186,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,read,ptmx,35.541889,35.541920,4090,
1,2772,adbd,186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,read,ptmx,35.545613,35.545613,4096,
1,2776,adbd,186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,read,ptmx,35.545643,35.545643,4094,
1,2933,adbd,186,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,read,ptmx,35.546803,35.546834,4096,
1,100832,adbd,186,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,read,ptmx,37.095407,37.095437,4096,
1,27974,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.776072,35.776103,4,
1,27980,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.776408,35.776438,4,
1,42303,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.968625,35.968625,4,
1,42322,Binder_8,1181,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,write,tasks,35.968930,35.968991,4,
1,43890,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.983153,35.983153,4,
1,43896,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,oom_adj,35.983458,35.983488,1,
1,43905,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.983611,35.983641,4,
1,43916,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.983672,35.983672,4,
1,43922,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.983702,35.983733,4,
1,43926,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.983733,35.983763,4,
1,43930,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.983794,35.983794,4,
1,43934,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.983824,35.983855,4,
1,43938,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.983855,35.983885,4,
1,43942,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.983916,35.983916,4,
1,43946,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.983946,35.983977,4,
1,43952,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.983977,35.984007,4,
1,43959,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.984007,35.984038,4,
1,43964,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.984068,35.984099,4,
1,43968,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.984099,35.984129,4,
1,43972,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.984160,35.984190,4,
1,43976,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.984343,35.984374,4,
1,45410,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.998749,35.998779,4,
1,45417,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.999145,35.999145,4,
1,47076,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.014985,36.015016,4,
1,47082,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.015260,36.015291,4,
1,48255,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000030,0.000000,0.000000,0.000060,0.000276,write,tasks,36.028323,36.028659,4,
1,48321,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.028994,36.028994,4,
1,48331,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.029055,36.029086,4,
1,48339,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,oom_adj,36.029239,36.029269,1,
1,48343,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.029391,36.029422,4,
1,48347,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.029422,36.029452,4,
1,48351,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.029483,36.029513,4,
1,48355,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.029513,36.029544,4,
1,48359,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.029544,36.029574,4,
1,48363,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.029605,36.029635,4,
1,48367,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.029635,36.029666,4,
1,48371,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.029666,36.029696,4,
1,48379,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.029727,36.029757,4,
1,48387,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.029757,36.029788,4,
1,48391,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.029788,36.029818,4,
1,48395,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.029849,36.029879,4,
1,48399,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.029879,36.029910,4,
1,48405,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.029940,36.029940,4,
1,48409,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.029971,36.030002,4,
1,48413,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.030002,36.030032,4,
1,48417,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.030032,36.030063,4,
1,48421,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.030093,36.030124,4,
1,48425,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.030124,36.030154,4,
1,48430,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.030154,36.030185,4,
1,48437,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.030185,36.030215,4,
1,48446,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.030246,36.030276,4,
1,48455,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.030368,36.030368,4,
1,49077,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.040043,36.040073,4,
1,49095,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.040317,36.040348,4,
1,49892,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.048619,36.048649,4,
1,49908,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.048741,36.048741,4,
1,50639,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.058172,36.058202,4,
1,50646,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.058508,36.058538,4,
1,51905,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.073768,36.073768,4,
1,51913,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.074042,36.074073,4,
1,52729,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.086861,36.086891,4,
1,52737,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.087166,36.087166,4,
1,53292,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.099130,36.099161,4,
1,53300,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.099496,36.099527,4,
1,53926,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.109202,36.109232,4,
1,53951,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.109538,36.109568,4,
1,54719,Binder_8,1181,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,write,tasks,36.118572,36.118633,4,
1,54831,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.120952,36.120983,4,
1,57129,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.192950,36.192980,4,
1,57164,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.193926,36.193957,4,
1,59475,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.216512,36.216542,4,
1,59481,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.216878,36.216908,4,
1,60777,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.235984,36.236014,4,
1,60785,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.236350,36.236380,4,
1,61366,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.249260,36.249290,4,
1,61372,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.249596,36.249626,4,
1,62797,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.268121,36.268152,4,
1,62803,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.268427,36.268427,4,
1,63718,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.287227,36.287227,4,
1,63724,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.287593,36.287624,4,
1,64251,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.300290,36.300320,4,
1,64257,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.300595,36.300595,4,
1,64970,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.321532,36.321563,4,
1,64976,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.321990,36.322020,4,
1,65844,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.336579,36.336609,4,
1,65850,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.336884,36.336914,4,
1,66265,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.348421,36.348421,4,
1,66271,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.348787,36.348817,4,
1,66698,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.361056,36.361087,4,
1,66704,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.361331,36.361361,4,
1,68762,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.394873,36.394873,4,
1,68768,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.395178,36.395208,4,
1,68972,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.399573,36.399603,4,
1,68978,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.399969,36.400000,4,
1,69417,Binder_8,1181,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.410987,36.411018,4,
1,69425,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.411293,36.411323,4,
1,69842,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.420418,36.420449,4,
1,69864,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,system,36.420540,36.420571,3,
1,69882,Binder_8,1181,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,write,events,36.420601,36.420662,2,
1,69946,Binder_8,1181,0.000000,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000366,write,no_name,36.420906,36.421303,1,
1,70021,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.421395,36.421425,4,
1,70026,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.421456,36.421456,4,
1,70031,Binder_8,1181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.421486,36.421486,4,
1,70046,Binder_8,1181,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.421608,36.421639,4,
1,70056,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.422036,36.422066,4,
1,70619,Binder_8,1181,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.430887,36.430917,4,
1,70625,Binder_8,1181,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.431192,36.431222,4,
